9999,9999
1,150
2,160
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
1,150
9999,9999
9999,9999
9,150
1,89
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
2,160
9999,9999
9999,9999
4,45
9999,9999
9999,9999
9999,9999
2,150
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9,150
4,45
9999,9999
9999,9999
4,86
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
1,89
9999,9999
9999,9999
9999,9999
7,160
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
3,110
9999,9999
9999,9999
9999,9999
4,86
7,160
9999,9999
7,96
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
4,110
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
7,96
9999,9999
10,38
9999,9999
8,24
6,25
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
2,150
9999,9999
9999,9999
9999,9999
10,38
9999,9999
10,34
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
10,34
9999,9999
10,45
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
8,24
9999,9999
10,45
9999,9999
6,32
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
6,25
9999,9999
9999,9999
6,32
9999,9999
6,74
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
6,74
9999,9999
6,26
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
6,26
9999,9999
4,17
6,32
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
4,110
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
4,17
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
5,140
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
6,32
9999,9999
9999,9999
6,20
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
6,20
9999,9999
6,100
9999,9999
0,110
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
6,100
9999,9999
6,30
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
6,30
9999,9999
3,110
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
0,110
9999,9999
3,110
9999,9999
3,43
9999,9999
9999,9999
9999,9999
9999,9999
3,110
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
5,140
9999,9999
9999,9999
9999,9999
9999,9999
3,43
9999,9999
